 popular_name;specie;localilty;area;season;month;year;standard_length (cm);weigth (g);stomach_fullness ;fish n.i.;bones;Characiformes;Clupeiformes;Gymnotyformes;Siluriformes;Anostomidae;Characidae;Curimatidae;Doradidae;Hemiodontidae;Pimelodidae;Myleinae;Tetragonopterinae;Adontosternarchus balaenops;Anadoras weddellii;Ancistrus sp. sideral;Apteronotus bonaparti;Astrodoras asterifrons;Astyanax aff. bimaculatus;Bryconops alburnoides;Calophysus macropterus;Cetopsis candiru;Cetopsis coecutiens;Curimatella meyeri;Duopalatinum peruano;Exallodontus aguanai;Hoplosternum littorale;Hypophthalmus marginatus;Leptodoras juruensis;Nemadoras humeralis;Mylossoma duriventre;Pellona castelnaeana;Pimelodina flavipinnis;Pimelodus blochii;Planiloricaria cryptodon;Potamorhina altamazonica;Potamorhina latior;Prochilodus nigricans;Psectrogaster amazonica;Psectrogastrer essequibensis;Psectrogaster rutiloides;Pseudanos trimaculatus;Pterodoras granulosus;Rhaphiodon vulpinus;Roeboides myersi;Schizodon fasciatus;Semaprochilodus insignis;Sternarchogiton preto;Tetragonopterus argenteus;Triportheus angulatus;Triportheus auritus;Acestrorhynchus spp.;Amblydoras spp.;Anodus spp.;Aphyocharax sp.;Brycon spp.;Caenotropus sp.;Cetopsis spp.;Crenicichla spp.;Geophagus spp.;Hypophthalmus spp.;Leporinus spp.;Megalonema spp.;Moenkhausia spp.;Mylossoma spp.;Pellona spp.;Pimelodus spp.;Pimelodella spp.;Plasgioscion spp.;Potamorhina spp.;Psectrogaster spp.;Semaprochilodus spp.;Sorubim spp.;Symbranchus spp.;Tetragonopterus spp.;Trachydoras spp.;Triportheus  spp.;scales;Coleoptera;Megaloptera;Trichoptera;Trichodactylus sp.;Macrobrachium spp.;reamins of invertebrates
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;High-water;january;2011;;;2;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;High-water;january;2011;46;2000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;High-water;February;2011;43;1000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;
Filhote;Brachyplatystoma filamentosum;São Sebastião;downriver Santo Antonio rapid;Low-water;August;2011;91;8000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dourada;Brachyplatystoma rousseauxii;São Sebastião;downriver Santo Antonio rapid;Low-water;September;2011;77;6740;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;September;2011;37;690;2;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;September;2011;39;810;1;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Filhote;Brachyplatystoma filamentosum;São Sebastião;downriver Santo Antonio rapid;Low-water;August;2011;88;8000;3;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dourada;Brachyplatystoma rousseauxii;São Sebastião;downriver Santo Antonio rapid;Low-water;August;2011;82;7000;3;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dourada;Brachyplatystoma rousseauxii;São Sebastião;downriver Santo Antonio rapid;Low-water;July;2011;50;1540;3;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;September;2011;44;1280;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;July;2011;40;340;3;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Babão;Brachyplatystoma platynemum;São Sebastião;downriver Santo Antonio rapid;Low-water;July;2011;52;2000;3;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;September;2011;36;850;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;September;2011;42;1310;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;September;2011;35;690;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;
Dourada;Brachyplatystoma rousseauxii;São Carlos;downriver Santo Antonio rapid;Low-water;August;2011;71;6040;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;August;2011;30;340;1;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;September;2011;30;400;2;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;August;2011;30;380;2;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;September;2011;34;420;3;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;August;2011;32;420;1;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;August;2011;31;420;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dourada;Brachyplatystoma rousseauxii;São Sebastião;downriver Santo Antonio rapid;Low-water;May;2011;85;11000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;May;2011;48;2000;2;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;May;2011;57;3000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;52;2200;2;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;37;780;2;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;46;1340;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;43;1160;2;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;May;2011;36;1000;3;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;May;2011;45;1500;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;41;960;2;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;May;2011;24;400;2;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Filhote;Brachyplatystoma filamentosum;São Sebastião;downriver Santo Antonio rapid;Low-water;May;2011;95;11000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Filhote;Brachyplatystoma filamentosum;São Sebastião;downriver Santo Antonio rapid;Low-water;May;2011;85;9000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;46;1200;2;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;May;2011;23;600;1;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;56;2780;1;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;40;960;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;42;1240;2;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;May;2011;29;700;1;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;40;940;1;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;May;2011;40;1000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;33;540;2;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;62;3840;3;20;;30;;;;;;;;;;;;;30;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;May;2011;57;3000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;35;540;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dourada;Brachyplatystoma rousseauxii;São Carlos;downriver Santo Antonio rapid;High-water;April;2011;82;8000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dourada;Brachyplatystoma rousseauxii;São Carlos;downriver Santo Antonio rapid;Low-water;September;2011;1015;13100;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;September;2011;32;460;2;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Filhote;Brachyplatystoma filamentosum;São Carlos;downriver Santo Antonio rapid;High-water;April;2011;90;11000;1;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;September;2011;31;460;2;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Filhote;Brachyplatystoma filamentosum;Calama;downriver Santo Antonio rapid;Low-water;May;2011;;15000;2;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Filhote;Brachyplatystoma filamentosum;Calama;downriver Santo Antonio rapid;Low-water;May;2011;111;24000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Filhote;Brachyplatystoma filamentosum;Calama;downriver Santo Antonio rapid;Low-water;June;2011;64;4000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Filhote;Brachyplatystoma filamentosum;Calama;downriver Santo Antonio rapid;Low-water;June;2011;101;12140;2;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dourada;Brachyplatystoma rousseauxii;Calama;downriver Santo Antonio rapid;Low-water;May;2011;88;8830;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;38;820;2;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;36;740;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;36;400;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;33;480;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;80;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;32;800;3;;;;;;20;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;56;2000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;39;810;3;15;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;45;1500;3;10;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;37;500;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;58;1600;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;52;2180;2;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;52;1880;2;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;48;1000;1;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;43;600;1;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;49;840;1;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;33;600;1;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;46;1200;2;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;5;;;10
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;36;420;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;35;520;3;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;Low-water;June;2011;40;1000;3;60;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;Cachoeira do Teotônio;between Santo Antonio and Jirau rapids;High-water;April;2011;33;535;2;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
